ISO,Country,continent,year,BCA,BCA_NGDPD,GGR,GGR_NGDP,GGSB,GGSB_NPGDP,GGX,GGXCNL,GGXCNL_NGDP,GGXONLB,GGXONLB_NGDP,GGXWDG,GGXWDG_NGDP,GGXWDN,GGXWDN_NGDP,GGX_NGDP,LE,LP,LUR,NGAP_NPGDP,NGDP,NGDPD,NGDPDPC,NGDPPC,NGDPRPC,NGDPRPPPPC,NGDP_D,NGDP_FY,NGDP_R,NGDP_RPCH,NGSD_NGDP,NID_NGDP,PCPI,PCPIE,PCPIEPCH,PCPIPCH,PPPEX,PPPGDP,PPPPC,PPPSH,TMG_RPCH,TM_RPCH,TXG_RPCH,TX_RPCH
MRT,Mauritania,Africa,2023,-0.935,-8.784,87.439,22.497,,,97.024,-9.585,-2.466,-6.835,-1.758,187.331,48.198,175.828,45.238,24.963,,4.43,,,388.672,10.649,2403.68,87734.28,20668.97,7095.56,424.473,388.672,91.566,6.507,27.505,42.4,213.361,212.924,1.569,4.949,11.141,34.887,7874.98,0.019,8.572,8.572,9.503,9.503
MRT,Mauritania,Africa,2024,-0.775,-7.202,102.29,24.19,,,107.297,-5.007,-1.184,-1.662,-0.393,186.942,44.209,174.005,41.15,25.374,,4.529,,,422.855,10.761,2376.29,93375.0,21105.26,7245.34,442.425,422.855,95.576,4.38,29.468,28.956,219.02,221.441,4.0,2.652,11.341,37.285,8233.32,0.019,3.121,3.121,3.125,3.125
MUS,Mauritius,Africa,2022,-1.437,-11.115,148.36,24.31,-10.223,-1.631,167.262,-18.902,-3.097,-3.482,-0.571,495.567,81.203,,,27.407,,1.261,6.803,,571.194,12.928,10250.57,452898.68,392485.12,24857.66,115.393,610.285,495.001,8.881,26.325,20.424,122.536,127.09,12.193,10.785,17.007,33.585,26629.86,0.019,6.704,9.038,9.583,41.047
MUS,Mauritius,Africa,2023,-0.483,-3.32,160.904,23.166,-19.886,-2.857,189.721,-28.817,-4.149,-11.083,-1.596,546.266,78.649,,,27.315,,1.261,6.27,,658.968,14.557,11543.6,522546.78,419844.07,26590.41,124.462,694.558,529.453,6.96,32.209,23.809,131.169,131.989,3.854,7.045,17.707,37.216,29511.26,0.02,-1.78,-0.217,0.52,9.113
MUS,Mauritius,Africa,2024,-0.877,-5.52,199.318,26.306,-19.939,-2.645,221.211,-21.894,-2.889,-2.23,-0.294,607.159,80.132,,,29.195,,1.261,6.27,,730.147,15.89,12601.49,579048.35,445499.1,28215.25,129.977,757.697,561.749,6.1,32.594,23.679,135.722,137.023,3.815,3.472,18.06,40.429,32062.71,0.021,2.234,2.563,8.227,11.049
MWI,Malawi,Africa,2022,-2.09,-16.676,2047.52,17.358,,,3146.99,-1099.47,-9.321,-544.236,-4.614,9047.37,76.701,,,26.679,,22.093,,,11795.66,12.531,567.203,533917.54,346873.63,1545.46,153.923,11795.66,7663.36,0.921,-3.302,13.374,120.839,125.43,25.43,20.839,322.484,36.577,1655.64,0.021,-22.028,-22.028,-19.263,-19.263
MWI,Malawi,Africa,2023,-2.071,-16.338,2803.04,19.207,,,4138.94,-1335.9,-9.154,-583.287,-3.997,13327.21,91.32,,,28.361,,22.729,,,14593.98,12.674,557.633,642088.23,342111.87,1524.24,187.684,14593.98,7775.84,1.468,-1.944,14.395,155.639,168.678,34.48,28.799,379.558,38.45,1691.67,0.021,18.587,18.587,2.001,2.001
MWI,Malawi,Africa,2024,-1.507,-13.893,4207.37,21.282,,,5794.03,-1586.66,-8.026,-307.053,-1.553,16695.8,84.453,,,29.308,,23.384,,,19769.19,10.844,463.733,845432.18,338494.56,1508.12,249.762,19769.26,7915.2,1.792,1.935,15.828,203.295,205.617,21.899,30.619,493.316,40.074,1713.77,0.021,-5.566,-5.566,12.147,12.147
MYS,Malaysia,Asia,2022,13.002,3.19,355.888,19.839,-91.442,-5.172,442.141,-86.253,-4.808,-48.56,-2.707,1175.01,65.5,,,24.647,,32.652,3.825,,1793.9,407.606,12483.33,54940.1,46372.08,34086.88,118.477,1793.9,1514.14,8.862,26.8,23.61,127.233,129.2,3.775,3.379,1.505,1192.36,36517.07,0.692,19.157,16.844,6.557,9.371
MYS,Malaysia,Asia,2023,6.184,1.547,357.679,19.621,-85.027,-4.691,440.652,-82.973,-4.552,-39.843,-2.186,1271.7,69.762,,,24.173,,33.059,3.625,,1822.9,399.705,12090.6,55140.67,47429.34,34864.05,116.259,1822.9,1567.97,3.555,24.017,22.47,130.4,132.416,2.489,2.489,1.425,1279.18,38693.72,0.694,-5.469,-5.075,-7.039,-4.53
MYS,Malaysia,Asia,2024,11.549,2.626,364.173,18.201,-74.12,-3.727,436.08,-71.907,-3.594,-24.932,-1.246,1368.27,68.384,,,21.795,,33.46,3.525,,2000.85,439.748,13142.35,59797.67,49109.94,36099.41,121.763,2000.85,1643.24,4.8,25.373,22.746,134.05,136.122,2.799,2.799,1.458,1372.61,41021.96,0.705,4.992,8.906,4.873,4.442
NAM,Namibia,Africa,2022,-1.632,-12.992,62.096,30.21,,,74.533,-12.437,-6.051,-3.348,-1.629,143.962,70.038,143.263,69.698,36.26,,2.851,,,205.549,12.562,4405.79,72089.7,50964.38,10082.36,141.451,205.549,145.314,5.35,7.133,20.17,154.571,158.41,6.904,6.077,6.674,30.797,10801.17,0.018,10.82,10.82,3.305,3.305
NAM,Namibia,Africa,2023,-1.832,-14.843,76.828,33.722,,,83.904,-7.076,-3.106,3.936,1.728,150.698,66.145,146.178,64.161,36.827,,2.928,,,227.831,12.345,4216.11,77810.09,51693.05,10226.51,150.523,227.831,151.359,4.16,12.908,27.793,163.659,166.8,5.297,5.88,6.856,33.233,11349.85,0.018,6.544,6.544,2.668,2.668
NAM,Namibia,Africa,2024,-2.097,-15.906,86.69,35.697,,,93.109,-6.42,-2.644,5.706,2.35,162.092,66.747,153.072,63.032,38.341,,2.99,,,242.846,13.185,4409.96,81223.58,52178.61,10322.57,155.665,242.846,156.006,3.07,8.341,24.29,171.188,173.253,3.869,4.6,6.924,35.071,11730.16,0.018,3.082,3.082,6.258,6.258
NER,Niger,Africa,2022,-2.5,-16.174,1424.12,14.802,,,2075.67,-651.551,-6.772,-532.323,-5.533,4868.23,50.599,4379.3,45.517,21.574,,26.084,,,9621.24,15.458,592.621,368860.85,324989.05,1666.12,113.499,9621.24,8476.9,11.862,11.114,27.324,113.033,112.8,3.108,4.226,206.655,46.557,1784.91,0.027,-0.383,-6.94,-12.726,-17.436
NER,Niger,Africa,2023,-2.421,-14.401,1063.27,10.43,,,1611.11,-547.839,-5.374,-406.728,-3.99,5766.63,56.566,5447.75,53.438,15.804,,27.066,,,10194.45,16.809,621.04,376648.22,320628.22,1643.77,117.472,10194.45,8678.2,2.375,9.44,23.84,117.217,120.9,7.181,3.701,206.459,49.378,1824.33,0.027,1.173,8.727,-12.355,3.406
NER,Niger,Africa,2024,-0.897,-4.576,1437.89,12.187,,,1917.33,-479.442,-4.064,-300.266,-2.545,6094.04,51.652,5848.91,49.575,16.251,,28.08,,,11798.17,19.599,697.974,420165.16,339554.68,1740.8,123.74,11798.17,9534.64,9.869,14.488,19.064,126.394,126.945,5.0,7.829,212.4,55.547,1978.17,0.029,6.578,20.347,112.444,51.019
NGA,Nigeria,Africa,2022,1.019,0.214,18128.67,8.958,,,29101.87,-10973.2,-5.422,-5317.07,-2.627,80338.77,39.7,79773.79,39.421,14.381,,216.747,,,202365.03,476.468,2198.27,933646.27,349573.22,5716.9,267.082,202365.03,75768.95,3.252,21.31,20.579,458.662,499.36,21.345,18.847,152.445,1327.46,6124.48,0.771,-9.216,-4.951,-1.21,-2.079
NGA,Nigeria,Africa,2023,6.023,1.655,22048.92,9.405,,,31800.24,-9751.31,-4.16,-2086.81,-0.89,108787.38,46.406,108140.67,46.13,13.565,,222.182,,,234425.92,363.816,1637.47,1055107.59,350775.94,5736.57,300.792,234425.92,77936.1,2.86,24.331,22.675,571.766,643.78,28.921,24.66,165.723,1414.57,6366.71,0.768,-8.427,-7.822,4.168,4.537
NGA,Nigeria,Africa,2024,-1.087,-0.544,40933.94,13.546,,,54685.16,-13751.22,-4.551,-2609.45,-0.864,154946.77,51.276,153155.36,50.683,18.097,,227.713,,,302180.64,199.721,877.073,1327024.09,352055.16,5757.49,376.936,302180.64,80167.54,2.863,24.199,24.743,757.339,830.476,29.0,32.456,202.829,1489.83,6542.59,0.766,5.236,3.761,-6.811,-5.212
NIC,Nicaragua,Americas,2022,-0.379,-2.418,164.702,29.296,,,160.272,4.43,0.788,11.351,2.019,250.951,44.637,,,28.508,,6.607,7.518,,562.208,15.671,2371.68,85086.9,29728.89,7394.84,286.209,562.208,196.433,3.751,19.51,21.928,271.973,286.42,11.593,10.47,10.741,52.345,7922.05,0.03,5.043,6.428,3.81,9.315
NIC,Nicaragua,Americas,2023,1.381,7.741,187.862,28.914,,,171.655,16.207,2.494,25.91,3.988,270.788,41.678,,,26.42,,6.676,7.157,,649.718,17.843,2672.63,97317.23,30761.98,7651.82,316.355,649.718,205.376,4.553,30.768,23.027,294.934,302.434,5.591,8.442,11.459,56.697,8492.34,0.031,6.874,6.494,3.118,1.2
NIC,Nicaragua,Americas,2024,1.312,6.761,206.16,29.022,,,204.02,2.14,0.301,14.366,2.022,279.027,39.28,,,28.721,,6.746,6.763,,710.361,19.412,2877.65,105303.81,31662.66,7875.85,332.58,710.361,213.591,4.0,31.012,24.251,309.681,316.951,4.8,5.0,11.766,60.374,8949.81,0.031,4.128,4.347,-7.52,-7.217
NLD,Netherlands,Europe,2022,69.28,6.615,429.276,43.195,3.155,0.325,429.986,-0.71,-0.071,3.508,0.353,480.548,48.354,393.579,39.603,43.266,9.546,17.591,3.537,2.411,993.82,1047.36,59540.88,56496.99,53220.93,72556.03,106.156,993.82,936.192,5.007,29.478,22.863,122.728,127.08,11.026,11.617,0.727,1367.3,77728.83,0.794,1.645,4.354,1.606,4.415
NLD,Netherlands,Europe,2023,113.786,9.854,457.397,42.844,0.81,0.076,461.217,-3.82,-0.358,1.041,0.098,480.671,45.024,393.68,36.875,43.201,9.736,17.811,3.553,0.429,1067.6,1154.69,64829.34,59939.45,52599.84,71709.28,113.954,1067.6,936.871,0.073,29.814,19.96,127.782,128.35,0.999,4.117,0.753,1417.53,79586.25,0.769,-2.717,-1.654,-0.918,-0.465
NLD,Netherlands,Europe,2024,121.868,10.002,476.391,42.606,-12.726,-1.13,493.752,-17.361,-1.553,-11.046,-0.988,494.932,44.264,405.36,36.253,44.158,9.772,17.922,3.9,-0.685,1118.14,1218.4,67984.29,62389.88,52604.35,71715.44,118.602,1118.14,942.765,0.629,29.541,19.538,131.833,132.619,3.326,3.171,0.766,1460.53,81494.63,0.751,0.5,0.5,0.5,0.441
NOR,Norway,Europe,2022,179.096,30.165,3599.21,63.053,-330.821,-9.209,2148.83,1450.38,25.409,1378.89,24.156,2070.39,36.271,-3646.18,-63.876,37.645,2.849,5.475,3.252,1.047,5708.19,593.727,108438.55,1042546.26,813460.6,90767.3,128.162,5708.19,4453.89,3.006,51.859,21.69,133.327,125.9,5.887,5.764,10.722,532.404,97238.46,0.309,1.148,12.52,-0.56,4.499
NOR,Norway,Europe,2023,86.827,17.891,3184.08,62.11,-369.473,-9.644,2341.13,842.948,16.443,698.128,13.618,2255.85,44.004,-5642.61,-110.067,45.667,2.876,5.534,3.595,-0.052,5126.5,485.311,87702.85,926434.45,808744.86,90241.11,114.552,5126.5,4475.26,0.48,43.767,25.871,140.684,131.9,4.766,5.518,9.25,554.209,100153.71,0.301,-3.386,0.675,0.942,1.443
NOR,Norway,Europe,2024,73.133,14.518,3119.7,58.141,-418.667,-10.373,2476.74,642.961,11.983,465.261,8.671,2292.21,42.719,-6925.82,-129.074,46.158,2.878,5.57,4.28,-0.091,5365.76,503.752,90433.67,963263.4,815839.41,91032.73,118.07,5365.76,4544.55,1.548,39.778,25.261,145.269,135.461,2.7,3.259,9.312,576.236,103446.04,0.296,0.594,1.298,3.533,3.296
NPL,Nepal,Asia,2022,-5.174,-12.564,1141.34,22.934,,,1296.76,-155.422,-3.123,-112.062,-2.252,2126.49,42.73,,,26.057,,30.548,,,4976.56,41.183,1348.16,162911.68,82811.05,4633.63,196.727,4976.56,2529.68,5.631,25.08,37.644,146.238,151.67,8.081,6.261,32.819,151.638,4963.98,0.088,,,,
NPL,Nepal,Asia,2023,-0.557,-1.362,1034.03,19.333,,,1346.09,-312.056,-5.834,-241.032,-4.507,2520.45,47.124,,,25.167,,31.081,,,5348.53,40.907,1316.15,172086.28,82980.33,4643.1,207.382,5348.53,2579.07,1.953,30.297,31.659,157.667,162.95,7.437,7.815,33.395,160.162,5153.13,0.087,,,,
NPL,Nepal,Asia,2024,1.409,3.227,1118.72,19.312,,,1390.12,-271.396,-4.685,-174.706,-3.016,2881.65,49.745,,,23.997,,31.623,,,5792.83,43.673,1381.05,183185.57,84110.8,4706.36,217.791,5792.83,2659.81,3.131,36.425,33.198,166.561,171.137,5.024,5.641,34.252,169.122,5348.12,0.087,,,,
NRU,Nauru,Oceania,2022,0.003,1.803,0.334,154.39,,,0.283,0.051,23.552,,,0.047,21.721,,,130.838,,0.013,,,0.216,0.157,12521.6,17251.37,11377.04,9704.13,151.633,0.216,0.143,3.023,,,113.887,116.448,2.364,1.146,1.659,0.13,10395.98,,,,,
NRU,Nauru,Oceania,2023,0.002,1.239,0.31,135.029,,,0.266,0.044,19.046,,,0.046,20.105,,,115.983,,0.013,,,0.229,0.154,12078.31,17935.11,11224.76,9574.24,159.782,0.229,0.144,0.591,,,119.334,119.947,3.005,4.782,1.688,0.136,10625.93,,,,,
NRU,Nauru,Oceania,2024,0.009,5.663,0.376,153.932,,,0.302,0.074,30.187,,,0.043,17.629,,,123.745,,0.013,,,0.244,0.16,12285.1,18736.66,11172.69,9529.83,167.701,0.244,0.146,1.483,,,124.111,126.186,5.201,4.003,1.73,0.141,10829.33,,,,,
NZL,New Zealand,Oceania,2022,-21.27,-8.769,146.517,38.411,-18.831,-5.044,159.908,-13.391,-3.511,-10.298,-2.7,179.815,47.141,68.672,18.003,41.922,2.867,5.125,3.3,2.198,381.443,242.575,47327.94,74422.04,53850.54,48418.79,138.201,381.443,276.006,2.361,17.267,26.031,168.11,169.484,7.219,7.172,1.435,265.858,51870.76,0.154,0.11,4.782,-3.904,0.201
NZL,New Zealand,Oceania,2023,-17.168,-6.903,154.038,38.059,-18.741,-4.656,167.525,-13.488,-3.333,-7.933,-1.96,185.254,45.772,80.912,19.991,41.392,2.945,5.244,3.725,0.593,404.73,248.687,47423.08,77179.72,52967.37,47624.7,145.712,404.73,277.761,0.636,17.217,24.117,177.748,177.374,4.655,5.733,1.46,277.177,52856.07,0.15,-4.753,-0.328,0.605,9.336
NZL,New Zealand,Oceania,2024,-15.84,-6.28,159.571,38.435,-18.018,-4.303,175.533,-15.962,-3.845,-7.888,-1.9,196.024,47.216,92.873,22.37,42.28,2.96,5.358,5.132,-0.814,415.167,252.236,47072.43,77478.59,51855.73,46625.19,149.412,415.167,277.868,0.038,17.352,23.629,182.584,180.831,1.949,2.72,1.462,283.908,52983.05,0.146,1.739,2.015,8.172,5.227
OMN,Oman,Asia,2022,4.362,3.897,17.502,40.663,,,13.058,4.444,10.325,4.707,10.936,17.602,40.895,4.556,10.585,30.338,,4.934,,,43.042,111.944,22688.95,8723.9,7657.55,38700.19,113.926,43.042,37.781,9.577,27.097,23.2,104.299,104.922,1.497,2.512,0.21,204.554,41459.28,0.119,18.236,18.702,17.237,17.762
OMN,Oman,Asia,2023,2.638,2.424,13.983,33.422,,,11.184,2.799,6.69,3.038,7.261,15.264,36.484,1.477,3.531,26.732,,5.166,,,41.838,108.811,21062.91,8098.69,7409.28,37445.48,109.305,41.838,38.276,1.311,26.824,24.4,105.289,105.596,0.642,0.949,0.195,214.692,41558.71,0.117,4.736,4.358,5.31,5.799
OMN,Oman,Asia,2024,2.53,2.3,13.557,32.054,,,11.436,2.121,5.015,2.172,5.136,14.414,34.081,-0.41,-0.969,27.039,,5.331,,,42.292,109.993,20631.44,7932.79,7252.58,36653.56,109.379,42.292,38.666,1.017,28.3,26.0,106.658,106.658,1.006,1.3,0.19,222.058,41651.67,0.114,11.839,10.797,8.12,8.006
PAK,Pakistan,Asia,2022,-17.481,-4.663,8076.45,12.116,,,13301.28,-5224.83,-7.838,-2028.23,-3.043,50765.68,76.159,45885.21,68.837,19.955,,227.0,6.2,,66657.87,374.85,1651.32,293647.0,171115.68,6012.23,171.607,66657.87,38843.26,6.18,10.897,15.561,158.481,175.71,21.33,12.153,45.591,1462.08,6440.87,0.849,10.944,14.942,4.658,6.02
PAK,Pakistan,Asia,2023,-3.275,-0.97,9665.53,11.524,,,16136.58,-6471.06,-7.715,-749.301,-0.893,64827.53,77.291,59725.72,71.208,19.239,,231.45,8.5,,83874.92,337.457,1458.01,362388.95,167480.32,5884.5,216.377,83874.92,38763.32,-0.206,13.156,14.127,204.728,227.37,29.401,29.181,55.488,1511.57,6530.89,0.82,-27.416,-28.819,-11.744,-7.833
PAK,Pakistan,Asia,2024,-0.665,-0.178,13320.99,12.562,,,20476.12,-7155.13,-6.747,1004.87,0.948,73434.23,69.248,67292.96,63.457,19.309,,235.95,8.0,,106045.09,374.595,1587.6,449438.83,168191.12,5909.48,267.219,106045.09,39684.69,2.377,12.964,13.141,252.656,255.94,12.565,23.411,66.928,1584.47,6715.3,0.814,5.696,6.643,26.497,20.855
PAN,Panama,Americas,2022,-0.475,-0.621,13.417,17.533,-2.942,-3.806,16.506,-3.089,-4.037,-1.355,-1.771,41.076,53.678,30.529,39.895,21.57,,4.395,8.8,,76.523,76.523,17409.63,17409.63,16710.44,33891.62,104.184,76.523,73.449,10.809,37.248,37.869,107.913,107.845,2.075,2.86,0.479,159.588,36307.89,0.093,11.882,11.947,15.7,25.948
PAN,Panama,Americas,2023,-3.739,-4.484,15.086,18.092,-2.49,-2.986,17.576,-2.49,-2.986,-0.284,-0.341,43.681,52.387,32.331,38.775,21.079,,4.453,7.431,,83.382,83.382,18725.74,18725.74,17701.9,35902.47,105.784,83.382,78.823,7.317,39.971,44.455,109.517,109.917,1.921,1.486,0.47,177.428,39846.2,0.096,12.349,11.681,-14.552,-1.696
PAN,Panama,Americas,2024,-0.309,-0.353,15.45,17.688,-3.483,-3.909,19.17,-3.721,-4.26,-0.888,-1.017,47.734,54.648,36.123,41.356,21.947,,4.51,8.4,,87.347,87.347,19369.48,19369.48,17916.28,36337.27,108.111,87.347,80.794,2.5,37.751,38.105,110.931,111.372,1.324,1.291,0.469,186.209,41292.26,0.096,-14.411,-12.522,8.72,6.354
PER,Peru,Americas,2022,-9.743,-3.989,206.839,22.083,-20.674,-2.22,219.973,-13.134,-1.402,-0.434,-0.046,318.597,34.016,181.669,19.396,23.486,,33.397,7.751,,936.623,244.273,7314.21,28045.12,16989.28,15579.02,165.075,936.623,567.391,2.684,16.849,20.837,104.496,108.457,8.46,7.871,1.68,557.386,16689.71,0.324,2.566,2.566,2.475,2.475
PER,Peru,Americas,2023,2.219,0.831,196.925,19.708,-24.822,-2.451,224.628,-27.703,-2.772,-13.038,-1.305,329.958,33.022,209.372,20.954,22.481,,33.731,6.784,,999.195,266.912,7912.96,29622.48,16728.25,15339.66,177.081,999.195,564.26,-0.552,18.232,17.401,111.047,111.968,3.237,6.269,1.74,574.258,17024.65,0.312,-4.41,-4.41,4.589,4.589
PER,Peru,Americas,2024,0.776,0.274,203.127,19.236,-38.714,-3.652,237.021,-33.894,-3.21,-17.169,-1.626,360.934,34.181,243.266,23.037,22.446,,34.068,6.75,,1055.96,283.309,8315.92,30995.38,17058.18,15642.2,181.704,1055.96,581.143,2.992,17.583,17.309,113.805,114.697,2.438,2.483,1.744,605.57,17775.18,0.311,4.026,4.026,-0.127,-0.127
PHL,Philippines,Asia,2022,-18.261,-4.516,4496.14,20.411,-1226.76,-5.592,5702.41,-1206.27,-5.476,-769.388,-3.493,12641.76,57.389,,,25.887,,110.94,5.4,,22028.28,404.353,3644.79,198560.27,179787.31,9714.92,110.442,22028.28,19945.6,7.581,20.17,24.686,115.283,119.4,8.054,5.821,19.079,1154.61,10407.53,0.67,13.327,14.814,6.491,12.641
PHL,Philippines,Asia,2023,-11.206,-2.564,4932.0,20.281,-1075.87,-4.433,5995.48,-1063.48,-4.373,-511.311,-2.103,13733.39,56.473,,,24.654,,111.91,4.358,,24318.61,437.146,3906.23,217305.07,188113.28,10164.82,115.518,24318.61,21051.76,5.546,20.758,23.321,122.175,124.1,3.936,5.978,19.262,1262.5,11281.38,0.685,-4.058,-0.627,-2.297,6.85
PHL,Philippines,Asia,2024,-10.396,-2.212,5412.12,20.451,-1016.07,-3.831,6436.55,-1024.44,-3.871,-340.981,-1.288,15242.59,57.596,,,24.321,,113.17,4.367,,26464.47,470.062,4153.59,233847.3,196723.02,10630.05,118.871,26464.47,22263.12,5.754,20.889,23.1,126.241,128.021,3.159,3.328,19.359,1367.04,12079.57,0.703,4.818,5.78,-4.168,-1.774
PLW,Palau,Oceania,2022,-0.117,-45.643,0.149,58.205,,,0.15,-0.002,-0.606,,,0.169,65.925,,,58.811,,0.018,,,0.256,0.256,14517.46,14517.46,13091.98,13869.92,110.888,0.256,0.23,-1.674,,42.858,117.146,123.61,13.717,13.184,0.977,0.262,14858.76,,5.463,8.215,76.72,131.56
PLW,Palau,Oceania,2023,-0.146,-51.811,0.129,45.819,,,0.137,-0.008,-2.758,,,0.228,80.922,,,48.577,,0.018,,,0.282,0.282,16014.47,16014.47,13216.15,14001.46,121.173,0.282,0.233,0.904,,32.692,131.692,134.706,8.977,12.417,1.031,0.273,15539.46,,-3.749,-5.784,-22.124,67.492
PLW,Palau,Oceania,2024,-0.098,-30.852,0.175,55.471,,,0.164,0.011,3.602,,,0.247,77.975,,,51.869,,0.018,,,0.316,0.316,17977.68,17977.68,14293.17,15142.48,125.778,0.316,0.251,8.078,,31.042,137.019,139.723,3.725,4.045,1.045,0.303,17207.33,,1.414,-1.741,21.311,22.485
PNG,Papua New Guinea,Oceania,2022,4.567,14.45,18.538,16.665,,,24.39,-5.852,-5.26,-3.279,-2.948,53.68,48.255,,,21.925,,12.029,,,111.241,31.61,2627.78,9247.77,5519.79,3019.08,167.538,111.241,66.397,5.165,,,166.013,167.113,3.412,5.253,2.859,38.906,3234.32,0.023,35.306,33.952,-6.007,-6.059
PNG,Papua New Guinea,Oceania,2023,4.179,13.514,19.81,17.794,,,24.615,-4.805,-4.316,-2.043,-1.835,57.944,52.048,,,22.11,,12.282,,,111.327,30.926,2518.04,9064.57,5560.68,3041.44,163.012,111.327,68.294,2.856,,,169.829,173.565,3.861,2.299,2.685,41.457,3375.53,0.022,1.799,-0.449,11.036,11.001
PNG,Papua New Guinea,Oceania,2024,3.155,9.891,22.552,18.306,,,27.378,-4.826,-3.917,-1.557,-1.264,63.532,51.571,,,22.223,,12.539,,,123.194,31.896,2543.65,9824.49,5699.24,3117.23,172.382,123.194,71.466,4.644,,,177.36,182.323,5.046,4.434,2.773,44.419,3542.3,0.023,-4.81,-6.25,5.832,5.657
POL,Poland,Europe,2022,-16.817,-2.438,1235.28,40.174,-106.77,-3.553,1341.16,-105.889,-3.444,-58.533,-1.904,1512.77,49.199,1142.4,37.153,43.618,,36.89,2.874,,3074.8,689.888,18701.35,83351.0,64635.56,43737.2,128.955,3074.8,2384.39,5.638,19.66,22.098,221.474,229.184,16.6,14.359,1.779,1728.48,46855.4,1.003,6.793,6.793,7.391,7.391
POL,Poland,Europe,2023,12.565,1.548,1420.3,41.649,-151.441,-4.399,1594.13,-173.833,-5.098,-102.478,-3.005,1691.23,49.594,1317.42,38.632,46.747,,36.754,2.82,,3410.14,811.736,22085.81,92783.4,64978.93,43969.55,142.79,3410.14,2388.22,0.161,19.607,18.059,246.78,243.394,6.2,11.426,1.901,1793.56,48799.41,0.973,-1.959,-1.959,3.354,3.354
POL,Poland,Europe,2024,7.317,0.848,1578.78,43.367,-218.504,-5.949,1784.67,-205.889,-5.656,-122.678,-3.37,2021.7,55.533,1591.38,43.713,49.023,,36.621,3.161,,3640.51,862.908,23563.22,99410.45,67142.35,45433.48,148.059,3640.51,2458.82,2.956,18.343,17.495,256.308,255.846,5.116,3.861,1.925,1890.7,51628.83,0.972,3.592,3.592,1.511,1.511
PRI,Puerto Rico,Americas,2022,,,25.456,22.415,,,23.419,2.037,1.794,2.827,2.489,18.997,16.728,,,20.621,1.117,3.2,6.0,,113.567,113.567,35489.75,35489.75,31315.31,42829.73,113.33,113.567,100.209,3.568,,14.008,129.1,131.7,6.075,6.018,0.773,146.826,45883.23,0.085,,,,
PRI,Puerto Rico,Americas,2023,,,26.634,22.59,,,26.247,0.387,0.328,1.534,1.301,19.646,16.663,,,22.262,1.126,3.206,5.9,,117.902,117.902,36779.06,36779.06,31435.97,42994.75,116.997,117.902,100.774,0.564,,14.21,133.59,134.262,1.945,3.478,0.771,152.968,47717.54,0.083,,,,
PRI,Puerto Rico,Americas,2024,,,27.128,22.425,,,27.769,-0.641,-0.53,0.461,0.381,21.468,17.746,,,22.955,1.106,3.19,6.241,,120.971,120.971,37925.93,37925.93,31909.88,43642.91,118.853,120.971,101.782,1.0,,14.572,135.71,137.158,2.157,1.587,0.765,158.188,49594.1,0.081,,,,
PRT,Portugal,Europe,2022,-2.932,-1.148,106.094,43.779,-3.196,-1.342,106.874,-0.779,-0.322,3.616,1.492,272.427,112.415,258.504,106.67,44.101,5.064,10.299,6.175,1.791,242.341,255.398,24798.55,23530.78,20502.63,41684.15,114.77,242.341,211.154,6.828,19.503,20.651,113.026,116.36,9.805,8.103,0.527,459.907,44655.97,0.267,9.77,10.85,8.595,17.58
PRT,Portugal,Europe,2023,3.945,1.374,115.621,43.544,1.342,0.513,112.428,3.194,1.203,8.283,3.12,263.085,99.081,251.663,94.779,42.342,5.107,10.318,6.567,1.585,265.525,287.187,27834.77,25735.28,20929.48,42552.0,122.962,265.525,215.941,2.267,20.96,19.586,118.976,118.56,1.891,5.264,0.545,487.258,47226.15,0.264,2.377,2.248,0.975,4.058
PRT,Portugal,Europe,2024,6.054,1.998,120.87,43.463,-0.986,-0.358,120.267,0.603,0.217,6.096,2.192,262.504,94.394,251.082,90.286,43.247,5.158,10.328,6.462,1.0,278.095,303.032,29341.17,26926.69,21311.28,43328.23,126.35,278.095,220.1,1.926,21.495,19.54,121.956,121.15,2.184,2.505,0.547,508.508,49236.5,0.261,3.944,3.69,3.305,2.821
PRY,Paraguay,Americas,2022,-2.993,-7.135,51330.25,17.522,-7183.8,-2.358,59058.96,-7728.71,-2.638,-4115.12,-1.405,118726.11,40.528,107882.85,36.827,20.16,,7.454,6.808,,292946.79,41.953,5628.47,39302224.93,28891649.43,13839.97,136.033,292946.79,215349.54,0.176,20.551,27.686,122.517,125.2,8.117,9.766,2650.78,110.514,14826.68,0.064,2.997,5.343,-8.533,-4.668
PRY,Paraguay,Americas,2023,0.11,0.255,55522.55,17.733,-11683.44,-3.655,67495.0,-11972.45,-3.824,-6753.77,-2.157,129045.16,41.216,120021.71,38.334,21.557,,7.555,6.19,,313094.93,42.955,5685.82,41443201.46,29848772.11,14298.46,138.844,313094.93,225501.38,4.714,19.864,19.609,128.192,129.8,3.674,4.632,2611.57,119.888,15869.09,0.065,7.47,7.27,30.279,28.368
PRY,Paraguay,Americas,2024,-0.271,-0.603,62228.78,18.63,-6827.46,-2.02,70025.4,-7796.62,-2.334,-950.4,-0.285,140015.62,41.918,131326.9,39.316,20.964,,7.656,6.293,,334026.0,44.937,5869.33,43628084.56,30572604.13,14645.2,142.703,334026.0,234070.43,3.8,21.217,21.82,133.11,134.992,4.0,3.837,2621.53,127.416,16642.23,0.065,1.593,2.042,3.873,2.734
